マクドナルドイオンモール札幌苗穂店	(43.0792737, 141.4046478)
出光本町SS	(43.0817165, 141.3861299)
なか卯札幌本町店	(43.0773864, 141.385293)
えとう動物病院	(43.0789126, 141.3864514)
北洋銀行東苗穂支店	(43.0700741, 141.3713318)
苗穂神社	(43.0798428, 141.3863939)
平川歯科医院	(43.0803528, 141.3872812)
北海道銀行東苗穂支店	(43.0785021, 141.38668)
はた歯科医院	(43.0782639, 141.3864456)
大谷歯科医院	(43.077136, 141.3859258)
慧燈寺	(43.0762612, 141.3888866)
苗穂レディスクリニック	(43.0787906, 141.389567)
東苗穂保育園	(43.0783067, 141.3923546)
札幌市 苗穂・本町地区センター	(43.0778768, 141.3930299)
本町保育園	(43.0759597, 141.3900766)
いけだ内科循環器クリニック	(43.075433, 141.3912309)
札幌本町郵便局	(43.077905, 141.3958835)
星乃珈琲店札幌伏古店	(43.0818781, 141.3873282)
丸亀製麺札幌店	(43.0812205, 141.3889544)
CoCo壱番屋東区伏古店	(43.0813269, 141.3894278)
かつや札幌伏古店	(43.0808193, 141.389886)
田中歯科	(43.0816571, 141.3891638)
マクドナルド環状通伏古店	(43.0802763, 141.3914214)
札幌佐藤病院	(43.0829204, 141.3920313)
札幌市東区 伏古本町まちづくりセンター	(43.0851927, 141.3914313)
伏古かしわ保育園	(43.0860136, 141.3938379)
整形外科北新東病院	(43.0883255, 141.391728)
ツルハドラッグ伏古店	(43.0866781, 141.393218)
サンドラッグ伏古6条店	(43.0880251, 141.3942586)
ウィーン歯科	(43.0873469, 141.3936111)
苗穂通りクリニック	(43.088655, 141.3946257)
北洋銀行伏古支店	(43.0890665, 141.3944151)
札幌伏古郵便局	(43.0888907, 141.3948253)
永山ファミリー歯科クリニック	(43.0893421, 141.3951836)
開成みどり保育園	(43.0916226, 141.391231)
回転寿司トリトン伏古店	(43.0917202, 141.3918114)
エネオス伏古SS	(43.0910581, 141.3933414)
ほっともっと伏古店	(43.0900638, 141.3958397)
出光セルフ伏古SS	(43.0898001, 141.396487)
なか卯札幌伏古店	(43.0925933, 141.3907858)
ビッグボーイ伏古店	(43.0924527, 141.3911246)
つぼ八伏古店	(43.0911639, 141.3966042)
とんかつ玉藤	(43.0901457, 141.3966895)
ふしこ歯科医院	(43.091661, 141.3964526)
伏古レディースクリニック	(43.0921752, 141.3965941)
第二あゆみ幼稚園	(43.092802, 141.3965394)
みかどペット病院	(43.0950998, 141.3931522)
勤医協伏古10条クリニック	(43.0956414, 141.3970165)
新道ひまわり薬局	(43.0954987, 141.3968278)
勤医協札幌ふしこ歯科診療所	(43.0950949, 141.3965562)
エネオスEneJet新道伏古SS	(43.094841, 141.3987483)
びっくりドンキー伏古店	(43.0944498, 141.399165)
札幌市ふしこ地区センター	(43.0966819, 141.3980036)
北炭慰霊釈迦堂	(43.0458846, 141.2906638)
札幌伏古十一条郵便局	(43.0962687, 141.4000195)
田中歯科クリニック	(43.0966352, 141.4047644)
岡田内科呼吸器科クリニック	(43.0968756, 141.4049336)
スマイル調剤薬局	(43.0963634, 141.4045859)
コスモ丘珠空港通	(43.10285, 141.4028805)
空港通り歯科	(43.1021814, 141.404919)
ピザハット伏古店	(43.1017941, 141.4054241)
大慈寺	(43.1032829, 141.4066765)
ウィズ東苗穂	(43.1041567, 141.4100153)
札幌明啓院	(43.0785055, 141.4011335)
イオン銀行イオンモール札幌苗穂店出張所	(43.0795166, 141.4041359)
ラーメンさんぱち東苗穂店	(43.0800876, 141.4019055)
札幌方面東警察署 東苗穂交番	(43.079108, 141.401146)
スターバックスイオンモール札幌苗穂店	(43.0802527, 141.4031096)
松村歯科医院	(43.0784318, 141.4007094)
ピザーラ苗穂店	(43.0836913, 141.4041526)
出光札苗SS	(43.0844643, 141.4047497)
東苗穂病院	(43.0881622, 141.3993661)
フロンティア薬局東苗穂店	(43.0887174, 141.3992109)
東苗穂にじいろ歯科クリニック	(43.087496, 141.399252)
味覚園東苗穂店	(43.0866529, 141.4049417)
うおづ歯科医院	(43.086459, 141.4056708)
更科本家	(43.1000565, 141.3587601)
療整院	(43.1109859, 141.3678865)
療整院	(43.1361531, 141.3385949)
療整院	(43.0413136, 141.4687507)
ミンガスコーヒー	(43.0599255, 141.3564479)
丸美珈琲店	(43.0597219, 141.3566407)
ワールドブックカフェ	(43.0599367, 141.3565587)
勤医協中央病院	(43.09143, 141.4031022)
アイン薬局東苗穂店	(43.0906838, 141.4031238)
東苗穂児童会館	(43.0896259, 141.4051612)
札幌市東消防署 札苗出張所	(43.0885024, 141.4052947)
札幌東苗穂五条郵便局	(43.0883625, 141.40636)
宮田屋東苗穂店	(43.0879046, 141.4074195)
エネオスDr.Drive札幌新道SS	(43.091714, 141.4065255)
トヨタレンタカー東苗穂店	(43.0880731, 141.4080272)
加藤歯科医院	(43.0926283, 141.4063261)
キャッツアイ東苗穂店	(43.0923719, 141.4069434)
あすかHOUSE東苗穂	(43.0898373, 141.413056)
新井眼科クリニック	(43.0921595, 141.4107138)
北海道銀行札苗支店	(43.0923583, 141.4114017)
札幌市東区 札苗まちづくりセンター	(43.093063, 141.4111215)
札苗保育園	(43.0933039, 141.4122508)
ツルハドラッグ東苗穂7条店	(43.0935468, 141.4125431)
ふゆの歯科クリニック	(43.092542, 141.4110035)
くしびき歯科クリニック	(43.0940884, 141.4126675)
札苗病院	(43.0949616, 141.4122926)
みどり薬局札苗店	(43.0944689, 141.4124098)
恒心堂整形外科医院	(43.0959803, 141.4142537)
豊島歯科医院	(43.0961954, 141.4143424)
かえで歯科	(43.0978862, 141.4138335)
認定ごども園 さつなえのもり	(43.0969907, 141.4154516)
北山デンタルクリニック	(43.1005289, 141.4085847)
正樂寺	(43.0999632, 141.4100312)
光蓮寺	(43.0978466, 141.4150685)
札苗児童会館	(43.0988152, 141.4181818)
森田歯科医院	(43.0979426, 141.4182075)
札苗ライトハウスキリスト教会	(43.1032132, 141.414491)
札苗歯科医院	(43.1001386, 141.4165665)
せき動物病院	(43.1000843, 141.4084789)
北海道信用金庫東苗穂支店	(43.1001031, 141.4081501)
かりきアニマルクリニック	(43.0962944, 141.4191287)
もえれガンバ動物病院	(43.1005399, 141.4170868)
空知商工信用組合東苗穂支店	(43.0997555, 141.4171134)
正信寺	(43.1005679, 141.4184533)
コスモ石油札苗	(43.1022331, 141.4190778)
髙正寺	(43.1017373, 141.4222084)
モエレはとポッポ保育園	(43.1069707, 141.4144717)
さの内科循環器クリニック	(43.1066701, 141.4201698)
札幌東苗穂十二条郵便局	(43.1056543, 141.4211195)
ツルハドラッグ東苗穂店	(43.1037972, 141.4208239)
モエレ外科胃腸科	(43.1055694, 141.4217304)
光聖歯科クリニック	(43.1054943, 141.4215179)
もりや動物病院	(43.1048809, 141.4210265)
メンタルケア札幌	(43.1083889, 141.4174137)
フォース歯科	(43.1084737, 141.4169455)
林田歯科矯正歯科医院	(43.1087185, 141.4202561)
北海道信用金庫東苗穂支店モエレ出張所	(43.1074192, 141.4224643)
禅宗寺	(43.1117275, 141.4191037)
とんかつ家族	(43.1077303, 141.4232105)
味の時計台東苗穂店	(43.0886963, 141.4145493)
出光275号雁来第二TS	(43.0909661, 141.418688)
ゆで太郎東雁来店	(43.094154, 141.4287503)
マクドナルド275東雁来店	(43.0940155, 141.4296201)
やよい軒東雁来店	(43.0940109, 141.4302028)
十勝豚丼 いっぴん札幌東雁来店	(43.0946196, 141.4289266)
みよしの東雁来店	(43.0948226, 141.4291515)
イオン銀行ザ・ビッグ東雁来店出張所	(43.0969738, 141.42992)
東雁来ファミリー歯科	(43.0967434, 141.4304855)
かりき歯科クリニック	(43.0954647, 141.4196278)
札苗北保育園	(43.0948696, 141.4313023)
東雁来すこやかクリニック	(43.09871, 141.4252083)
東雁来ひふ科	(43.0989334, 141.4247616)
ほっともっと東雁来10条店	(43.098854, 141.4252935)
リリィ薬局東雁来店	(43.0991481, 141.424465)
かりき保育園	(43.1047265, 141.4314469)
豊畑神社	(43.1060571, 141.4359695)
教願寺	(43.1271528, 141.3854154)
介護老人保健施設 ら･ぱーす	(43.1302461, 141.3824595)
十軒神明宮神社	(43.1335022, 141.3811252)
丘珠歯科医院	(43.1195804, 141.4033485)
出光丘珠SS	(43.1197255, 141.4039589)
おかもと歯科クリニック	(43.1224878, 141.4082392)
北海道信用金庫丘珠支店	(43.1226352, 141.407775)
札幌みづほ簡易郵便局	(43.1251826, 141.4064159)
丘珠明陽医院	(43.1253466, 141.4030465)
本村矯正歯科	(43.1252542, 141.4028565)
聖園調剤薬局丘珠店	(43.1253214, 141.4035733)
丘珠ひばり児童会館	(43.1256975, 141.4004873)
札幌モエレ郵便局	(43.1259517, 141.4003664)
峯光寺	(43.126134, 141.3991883)
妙宣寺	(43.1274911, 141.3978059)
専門学校北海道自動車整備大学校	(43.1273375, 141.4151236)
専門学校北海道自動車整備大学校	(43.1283008, 141.4134232)
札幌工科専門学校	(43.1333861, 141.4108777)
たまゆらの杜	(43.1260105, 141.4160257)
もえれパークサイド	(43.1287942, 141.4213855)
斗南病院	(43.0652109, 141.345511)
スターバックス札幌ステラプレイス イースト2階店	(43.0681759, 141.3526298)
信金中央金庫北海道支店	(43.0665381, 141.3475924)
札幌北三条郵便局	(43.0654044, 141.3518249)
びっくりドンキー札幌駅前通り店	(43.0639494, 141.3515582)
青森銀行札幌支店	(43.0634735, 141.3523835)
吉田裕司ｸﾘﾆｯｸ	(43.063557, 141.3523678)
札幌厚生病院共済クリニック	(43.0664019, 141.355003)
神谷レディースクリニック	(43.0657097, 141.3533701)
石田内科クリニック	(43.065263, 141.3539592)
本田眼科	(43.0652581, 141.3538159)
ちかま胃腸科内科	(43.0633897, 141.3517543)
緑の森皮フ科クリニック	(43.0633777, 141.3516811)
やましなｸﾘﾆｯｸ	(43.0633381, 141.3508377)
札幌市中央区 本府・中央まちづくりセンター	(43.0632597, 141.3534829)
小野百合内科クリニック	(43.0630465, 141.3517694)
アポロステーション札幌セントラルSS	(43.0615366, 141.3457423)
松屋札幌駅前通店	(43.0625814, 141.3518354)
松のや札幌駅前通店	(43.0627363, 141.3518127)
さっぽろ大通り内視鏡クリニック	(43.0609958, 141.3514935)
中央メディカルクリニック	(43.0610445, 141.3499551)
北海道労働金庫本店営業部	(43.0614172, 141.3491827)
佐川昭リウマチクリニック	(43.0610377, 141.3457871)
トヨタレンタカー北1条西8丁目店	(43.0607846, 141.3453448)
北海道どうぶつ・医療専門学校	(43.0599699, 141.3433379)
専門学校札幌デザイナー学院	(43.0601027, 141.3435899)
専門学校札幌ビジュアルアーツ	(43.0604362, 141.343258)
札幌マンガ・アニメ＆声優専門学校	(43.0605413, 141.3435595)
エネオス北1条SS	(43.0605576, 141.3420143)
北洋銀行北洋ビル	(43.0599963, 141.3534726)
マツモトキヨシ札幌南1条店	(43.0593415, 141.3538042)
みずほ銀行大通公園出張所	(43.0598368, 141.3525367)
清野内科クリニック	(43.0598685, 141.3515568)
日之出内科クリニック	(43.0593976, 141.351948)
札幌商工診療所	(43.0588886, 141.3500629)
岡本内科クリニック	(43.059174, 141.3463423)
札幌スイーツ＆カフェ専門学校	(43.0585308, 141.3459034)
札幌ビューティーアート専門学校	(43.0585127, 141.3457416)
札幌スポーツ＆メディカル専門学校	(43.0585067, 141.3455943)
札幌ブライダル＆ホテル観光専門学校	(43.0585932, 141.3439902)
パークネットパークネットベルパーキング札幌大通公園	(43.0583459, 141.3440232)
小野寺耳鼻咽喉科	(43.0583524, 141.3427603)
西11丁目駅前おさない眼科	(43.058406, 141.3427549)
ニッポンレンタカー札幌大通西営業所	(43.0578007, 141.3425098)
ノルデン薬局南2条店	(43.058709, 141.3567535)
七十七銀行札幌支店	(43.0587256, 141.3516588)
ほっともっと大通西13丁目店	(43.0576179, 141.3368848)
ホップス	(43.0582871, 141.3341873)
串ぼうず	(43.0586272, 141.3341759)
旭川信用金庫札幌支店	(43.0582219, 141.3485225)
遠軽信用金庫中央支店	(43.0580267, 141.3470914)
おおこうち産科婦人科	(43.0571494, 141.3457722)
エネオス24軒SS	(43.0710812, 141.3114528)
札幌二十四軒南郵便局	(43.0679072, 141.3089251)
サツドラ狸小路大王ビル店	(43.0571393, 141.3510748)
いただきコッコちゃん桑園店	(43.0688083, 141.3319755)
SHO-RIN	(43.0549011, 141.3541101)
マクドナルドイオン札幌桑園店	(43.0694557, 141.332356)
さっぽろ桑園内科・胃カメラ・大腸内視鏡クリニック	(43.0709684, 141.3298896)
桑園みみ・はな・のどクリニック	(43.0708141, 141.3304854)
GARAKU	(43.0580516, 141.3550978)
佐々木内科クリニック	(43.0691273, 141.3233984)
札幌渓仁会リハビリテーション病院	(43.0704164, 141.3280168)
桑園児童会館	(43.0674791, 141.3312446)
札幌市中央区 桑園まちづくりセンター	(43.067422, 141.3312585)
桑園整形外科	(43.0678796, 141.330349)
ノバ動物病院	(43.0668305, 141.3323826)
創世内科クリニック	(43.0639281, 141.3602116)
カトリック聖園こどもの家	(43.0648122, 141.364902)
半田屋サッポロファクトリー前店	(43.0634631, 141.3637103)
本門寺	(43.0655737, 141.3710706)
札幌そうせいイーストクリニック	(43.06038, 141.3578938)
札幌こころの診療所	(43.06074, 141.3584403)
創成こころのクリニック	(43.0605738, 141.3588225)
札幌医療リハビリ専門学校	(43.0693164, 141.3536546)
北洋銀行北七条支店	(43.0699322, 141.3494352)
ツルハドラッグ北野店	(43.0179127, 141.4528228)
ウィミンズクリニック札幌	(43.0697863, 141.3479077)
サイゼリヤ	(43.045628, 141.3971021)
北海道銀行白石区役所支店	(43.0453934, 141.3969276)
たまき矯正歯科	(43.0693829, 141.3533673)
松岡歯科クリニック	(43.0700028, 141.3515304)
宮本内科	(43.0700217, 141.3517011)
さっぽろ内科・リウマチ膠原病クリニック	(43.0700973, 141.3516882)
札幌北ビル歯科クリニック	(43.0697798, 141.3520038)
Ｉ’ｓデンタルクリニック	(43.0692109, 141.3495356)
かまどか 温野菜 白石店	(43.0457536, 141.3983873)
ボストン歯科クリニック	(43.069691, 141.3479263)
駿台予備校札幌校	(43.0677983, 141.346682)
北海道労働金庫札幌北支店	(43.069522, 141.3524182)
代々木ゼミナール札幌校	(43.0696084, 141.3527282)
ホンダレンタカー札幌駅北口店	(43.0706286, 141.3540083)
オリエント歯科医院	(43.0688102, 141.3465622)
赤倉内科胃腸内科クリニック	(43.0693153, 141.3464349)
札幌はこぶね保育園	(43.0692023, 141.3454299)
札幌合同庁舎内郵便局	(43.0709136, 141.3522092)
まさき歯科・小児歯科	(43.0713774, 141.3507537)
四谷学院札幌校	(43.0703855, 141.349308)
諸岡内科クリニック	(43.0705536, 141.3492482)
パストラルデンタルクリニック	(43.0706066, 141.3492394)
北大前矯正歯科クリニック	(43.0710361, 141.348367)
河合塾札幌校	(43.0717632, 141.3503993)
こおり歯科医院	(43.0716247, 141.3479296)
SSCクリニック	(43.0717676, 141.3506798)
エネオスDr.Drive北10条SS	(43.0734584, 141.3491419)
札幌市北区 鉄西まちづくりセンター	(43.072748, 141.3476322)
なか川歯科医院	(43.0736543, 141.3505543)
北大通こころのクリニック	(43.072961, 141.3475831)
太黒胃腸内科病院	(43.0740806, 141.3491136)
北大寺	(43.0757498, 141.3492402)
ふれあい歯科	(43.0747415, 141.3491885)
北12条ワンツー歯科	(43.0745193, 141.3480859)
ワンズレンタカー札幌店	(43.0745669, 141.348077)
どうぶつ眼科VECS	(43.0767324, 141.3514005)
札幌マタニティ・ウイメンズホスピタル	(43.0766937, 141.3472812)
北ノ門歯科	(43.0763276, 141.3478278)
北大前クリニック	(43.0775343, 141.3504348)
樋口歯科医院	(43.0771423, 141.3474655)
調剤薬局クスリのツルハ北大前調剤薬局	(43.0772213, 141.3465061)
ナカジマ薬局北大前店	(43.0771721, 141.3465163)
日本調剤北大前薬局	(43.0769823, 141.3465215)
札幌創成保育園	(43.0796991, 141.351087)
山中歯科医院	(43.0789927, 141.3462515)
宮島学園北海道ファッション専門学校	(43.0788509, 141.3471445)
北16条内科循環器クリニック	(43.0796019, 141.3459795)
大塚眼科病院	(43.0800926, 141.3458705)
たかさき歯科医院	(43.0815003, 141.3488888)
ながお内科循環器クリニック	(43.0813775, 141.3480314)
菊池皮膚科クリニック	(43.0815946, 141.3481428)
北18条駅前歯科	(43.0805411, 141.346835)
札幌デンタルクリニック	(43.0814394, 141.3465103)
ドラッグセイムス北18条店	(43.0813846, 141.346522)
札幌市北区 幌北まちづくりセンター	(43.0803773, 141.3446801)
幌北児童会館	(43.0805824, 141.3430394)
札幌北クリニック	(43.0822263, 141.3493337)
サツドラ福井店	(43.0571594, 141.2690285)
ドトールコーヒーショップ札幌北一条通店	(43.0617504, 141.3477706)
北大前北18条メンタルクリニック	(43.0820302, 141.3474711)
松田整形外科記念病院	(43.081997, 141.3459737)
大塚歯科医院	(43.080699, 141.3451278)
橋本歯科医院	(43.081894, 141.3471716)
マイクデンタルオフィス	(43.0818999, 141.3474917)
聖光寺	(43.0825044, 141.3441708)
エルムの杜内科クリニック	(43.0818655, 141.3416081)
幌北ゆりかご保育園	(43.0820982, 141.3415668)
北央歯科	(43.0832815, 141.3444507)
幌北中央保育園	(43.0857209, 141.3459855)
ピザハット北札幌店	(43.0850033, 141.3457103)
看予備	(43.0848589, 141.3456288)
北20条内科クリニック	(43.0848676, 141.3420548)
土田耳鼻咽喉科クリニック	(43.0859583, 141.344955)
ツルハドラッグ宮の森3条店	(43.0625684, 141.3055272)
ニッポンレンタカー北21条営業所	(43.0862401, 141.3437565)
ネクサスコート北大前	(43.086571, 141.3435536)
山口動物愛護病院	(43.088002, 141.3457713)
リズミック産婦人科クリニック	(43.0875604, 141.3433263)
秋山歯科医院	(43.0882717, 141.3431724)
中江病院	(43.0876627, 141.3397367)
エネオス中央市場SS	(43.0723871, 141.3179489)
幌北寺	(43.0889615, 141.345156)
川村メンタルクリニック	(43.0898722, 141.3448326)
えんどう小児歯科・矯正歯科医院	(43.0898118, 141.3448429)
北洋銀行北二十四条支店	(43.0892159, 141.3445115)
小谷内科医院	(43.0900307, 141.3437761)
やすおか皮膚科クリニック	(43.0899364, 141.3424037)
平歯科医院	(43.0894555, 141.3428884)
天童寺	(43.0885953, 141.3362526)
メモリアル歯科	(43.0917437, 141.3470064)
MOS	(43.0905908, 141.344828)
みよしの北24条店	(43.0906154, 141.3452071)
ラビット歯科	(43.0906344, 141.3442318)
串鳥北24条店	(43.0908745, 141.3442399)
鈴木歯科クリニック	(43.0904825, 141.3438273)
なか卯札幌北24条店	(43.0903949, 141.3434427)
北海道信用金庫白楊支店	(43.0910285, 141.343135)
ケンタッキーフライドチキン北二十四条店	(43.0914662, 141.3429861)
湯浅歯科	(43.0906646, 141.3425843)
カラオケ歌屋札幌北24条店	(43.0912491, 141.3424536)
牛角北24条店	(43.0905212, 141.342648)
空知信用金庫札幌北支店	(43.0900189, 141.3407466)
札幌市立白楊幼稚園	(43.0906879, 141.3384186)
札幌方面北警察署	(43.0904657, 141.3377903)
北海道芸術デザイン専門学校	(43.0897123, 141.3374762)
札幌市北消防署	(43.090456, 141.3369901)
ツルハドラッグ北24条西店	(43.0901531, 141.3355757)
エルムの杜デンタルクリニック	(43.0904836, 141.3362613)
山形歯科クリニック	(43.0887663, 141.3307282)
マクドナルド南新川店	(43.0876618, 141.3282249)
平田内科クリニック	(43.0879379, 141.3270122)
くすのきこどもクリニック	(43.0876609, 141.3273657)
いせ眼科クリニック	(43.0877234, 141.3274341)
おがさわら耳鼻咽喉科クリニック	(43.0877165, 141.3272983)
はくすい歯カ	(43.0877685, 141.3273562)
札幌北二十四条西郵便局	(43.0886187, 141.3264869)
菩提寺	(43.0921117, 141.3430891)
たくまファミリー歯科	(43.0919394, 141.3428048)
歯科25City	(43.0923096, 141.3438804)
クローバー歯科	(43.0921665, 141.3421823)
法城寺	(43.0917575, 141.341309)
札幌市北区民センター	(43.0914417, 141.3405872)
さとう小児科	(43.0916242, 141.3423374)
今医院	(43.0910061, 141.3373215)
長生会病院	(43.0913016, 141.3242491)
ファイン歯科	(43.0923761, 141.3254133)
はぐくみ保育園	(43.0935634, 141.3443411)
エルムの森児童会館	(43.0930669, 141.329622)
きたの杜歯科医院	(43.0928763, 141.3263684)
札幌方面北警察署 新川交番	(43.0946948, 141.3222987)
岩田外科胃腸科	(43.0942605, 141.3438225)
浦本歯科医院	(43.0940621, 141.3424222)
澤野歯科	(43.0934739, 141.3432009)
エネオス北27条SS	(43.0936967, 141.3424662)
わたなべ歯科クリニック	(43.093907, 141.3417241)
ばん歯科医院	(43.0949202, 141.3280619)
動物病院ダックス	(43.0950559, 141.3277133)
さくら並木動物病院	(43.0915687, 141.3219534)
後藤歯科医院	(43.0973409, 141.325255)
小笠原クリニック札幌病院	(43.0152605, 141.3677325)
コメダ珈琲店南34条石山通り店	(43.0129243, 141.3464557)
サツドラ琴似駅前店	(43.080352, 141.3074997)
札幌市白石区役所	(43.0455643, 141.3964221)
札幌市白石保健センター	(43.0456867, 141.3965532)
小林内科小児科医院	(43.0952361, 141.3403091)
ココカラファイン北28条店	(43.0964342, 141.3287788)
新川眼科	(43.0981611, 141.3261389)
留萌信用金庫新川支店	(43.0984148, 141.3256222)
札幌北二十八条郵便局	(43.098194, 141.3253818)
ファミール内科	(43.0965832, 141.3428235)
札幌北二十九条郵便局	(43.0960444, 141.341218)
札幌方面北警察署 北三十条交番	(43.0960156, 141.3382243)
札幌市北区 北まちづくりセンター	(43.0956397, 141.3370834)
札幌北二十九条西郵便局	(43.0952587, 141.3343054)
しもかわ内科･循環器内科	(43.0989788, 141.3260186)
整形外科新川駅いとがクリニック	(43.0989483, 141.3261152)
鈴木歯科医院	(43.0965396, 141.3416761)
札幌中央信用組合北支店	(43.0970438, 141.3414995)
北海道信用金庫幌北支店	(43.0971447, 141.3408603)
きたさっぽろ動物病院	(43.0965645, 141.3347375)
脳神経・放射線科クリニック	(43.0995455, 141.3271571)
コクミンショクドウ	(43.1287918, 141.3489339)
Social Lounge Ver. ２.０	(43.0533755, 141.345606)
日本福音ルーテル札幌教会札幌北礼拝堂	(43.09768, 141.3421654)
ピノコ保育園	(43.0979481, 141.3412343)
ラーメンさんぱち本店	(43.0977268, 141.3413154)
愛心総合診療所	(43.0978745, 141.3406428)
エネオスDr.Drive石狩インターSS	(43.099711, 141.3450121)
佐藤歯科医院	(43.097991, 141.3413264)
北32条歯科クリニック	(43.0995929, 141.3423844)
札幌愛児歯科医院	(43.0994719, 141.3401115)
札幌北保育園	(43.0985353, 141.3345479)
ロピア歯科	(43.0995225, 141.3321091)
コスモ北32条	(43.0999287, 141.3318295)
浄徳寺	(43.1008169, 141.3304343)
かむかむ歯科	(43.1013536, 141.329203)
すき家札幌北33条店	(43.0997516, 141.340776)
フレッシュネスバーガー札幌北33条店	(43.1001986, 141.339487)
こうじ歯科クリニック	(43.1004286, 141.3412131)
開成病院	(43.0999957, 141.3385856)
青葉歯科医院	(43.1004399, 141.3348227)
札幌北三十四条郵便局	(43.1016533, 141.3413776)
札幌北幼稚園	(43.1015638, 141.3301386)
さかい歯科クリニック	(43.1032482, 141.3296874)
サンドラッグ北34条西店	(43.103668, 141.3303605)
サツドラ麻生北35条店	(43.1024043, 141.3402778)
北斗デンタルクリニック	(43.1039279, 141.3332987)
アポロステーションセルフ麻生	(43.1042674, 141.3442282)
エンジェル保育園	(43.1034812, 141.3442201)
法泉山日正寺	(43.103358, 141.3408676)
ツルハドラッグ北36条西店	(43.105372, 141.3338556)
味の時計台麻生店	(43.1059697, 141.3332055)
SDA札幌キリスト教会	(43.1052755, 141.3432529)
ロイヤルホスト麻生店	(43.1043954, 141.3396742)
つぼ八南麻生店	(43.1052871, 141.3402988)
北洋銀行麻生支店	(43.1062817, 141.3392008)
さっぽろ麻生乳腺甲状腺クリニック	(43.1077553, 141.3337315)
ユキ歯科	(43.1064099, 141.3356047)
タリーズコーヒーイオン札幌麻生店	(43.1070321, 141.3395196)
札幌方面北警察署 麻生交番	(43.1068432, 141.3378091)
札幌市北区 麻生まちづくりセンター	(43.1070772, 141.3375291)
とんよし二十四軒店	(43.068582, 141.308644)
シュウ デンタルオフィス	(43.064867, 141.305267)
なか卯宮の森東店	(43.068386, 141.308406)
まつだ歯科	(43.069592, 141.310391)
まなみ歯科	(43.1073063, 141.3383966)
麻生内科クリニック	(43.1068345, 141.3383907)
ささもと眼科クリニック	(43.1068026, 141.3384839)
モスバーガー札幌麻生店	(43.1081659, 141.3387019)
ケンタッキーフライドチキン札幌麻生店	(43.1086763, 141.3384943)
あさぶ小児科	(43.1081256, 141.3390868)
プルミエ歯科クリニック	(43.1080175, 141.3391077)
タイムズ東光ストア麻生店	(43.1076282, 141.3393224)
北海道労働金庫札幌麻生支店	(43.1095696, 141.3403322)
ニッポンレンタカー麻生駅前営業所	(43.1090317, 141.3390619)
中川歯科医院	(43.1088316, 141.3394451)
岩寺小児歯科医院	(43.1094556, 141.339115)
アポロステーションAIX’セルフ八軒SS	(43.0824297, 141.322375)
札幌八軒東郵便局	(43.0811528, 141.320232)
覚王寺	(43.1108319, 141.3366088)
麻生ホワイトデンタル	(43.1100902, 141.3371417)
つぼ八麻生店	(43.1115382, 141.3369173)
北札幌病院	(43.1127852, 141.3371999)
くいもの屋わん麻生駅前店	(43.1105054, 141.3381607)
町田商店札幌麻生店	(43.1106102, 141.338323)
炭火居酒屋 炎麻生店	(43.1109154, 141.338298)
坐・和民麻生駅前店	(43.1096898, 141.3387731)
高田屋麻生店	(43.1098869, 141.3385728)
アルファ歯科クリニック	(43.110334, 141.3388716)
服部歯科医院	(43.1099933, 141.3424738)
麻生明星幼稚園	(43.1106532, 141.3393866)
さっぽろ麻生クリニック	(43.1108138, 141.338767)
串鳥麻生駅前店	(43.110708, 141.338767)
よこやま矯正歯科	(43.1108818, 141.3387654)
麻生歯科クリニック	(43.1116941, 141.3394872)
新井歯科クリニック	(43.0948593, 141.3220291)
北海道銀行新川支店	(43.0955241, 141.3225466)
新川皮膚科クリニック	(43.0982519, 141.3238789)
玄気堂漢方内科クリニック	(43.0981988, 141.3239943)
新川駅前歯科クリニック	(43.098949, 141.3252331)
ばば歯科医院	(43.1003227, 141.3265791)
麺処 白樺山荘新川店	(43.1004691, 141.3268368)
札幌市北消防署 新川出張所	(43.0951391, 141.3170733)
新川中央児童会館	(43.0994756, 141.3194307)
札幌市北区 新川まちづくりセンター	(43.0974753, 141.3152345)
新川幼稚園	(43.0983953, 141.3171984)
おひげの先生歯科クリニック	(43.0990374, 141.3182834)
アルプス歯科	(43.100136, 141.3193902)
エネオスエネジェット新川SS	(43.1022723, 141.3183454)
長内歯科新川診療所	(43.0975811, 141.314304)
札幌市新川保育園	(43.098264, 141.3143129)
札幌新川一条郵便局	(43.0985536, 141.313138)
吉野家札幌狸小路店	(43.0569487, 141.3527087)
新川新道整形外科病院	(43.1029055, 141.3209904)
味覚園	(43.1029937, 141.316292)
エネオスDr.Drive新川バイパス店	(43.1024645, 141.3131187)
丸亀製麺札幌新川店	(43.1031942, 141.3131795)
かつや札幌新川店	(43.1030689, 141.3127492)
新川中央眼科	(43.1026276, 141.3125123)
みみ・はな・のど横浜クリニック	(43.1024529, 141.312273)
北洋銀行新川中央支店	(43.1026082, 141.3121739)
新川ファミリエ内科	(43.1027088, 141.3119877)
札幌新川二条郵便局	(43.1023311, 141.3117605)
札幌新道ファミリー歯科	(43.1021299, 141.3118959)
マリモアニマルクリニック	(43.1022181, 141.3118886)
中鉢小児クリニック	(43.1075485, 141.3101242)
さわだ歯科	(43.1082424, 141.3088578)
新川児童会館	(43.1088513, 141.3076455)
札幌新川四条郵便局	(43.1112487, 141.3032782)
エネオスDr.Drive新川中央SS	(43.1114674, 141.3027129)
新山歯科	(43.1061688, 141.3068887)
